Recipe Name,Ingredients,Link
Gehu Bajra Thepla Recipe - Bajra Masala Paratha,"Bajra Flour ( Pearl Millet), Whole Wheat Flour, Turmeric powder (Haldi), Black pepper powder, Ginger, Green Chilli, Coriander (Dhania) Leaves, Oil",https://www.archanaskitchen.com/gehun-bhajra-thepla-recipe-spiced-wheat-millet-flat-bread
Bengali Style Kaddu Lobia ki Sabzi with Panch Phoran Masala,"Black Eyed Beans (Lobia), Kaddu (Parangikai/ Pumpkin), Mustard seeds (Rai/ Kadugu), Onion, Ginger, Tomatoes, Turmeric powder (Haldi), Coriander Powder (Dhania), Red Chilli powder, Salt, Oil, Cumin seeds (Jeera), Mustard seeds (Rai/ Kadugu), Fennel seeds (Saunf), Kalonji (Onion Nigella Seeds), Methi Seeds (Fenugreek Seeds)",https://www.archanaskitchen.com/bengali-style-kaddu-lobia-ki-sabzi-with-panch-phroran-masala
Palak Gobi Sabzi Recipe (Indian Style Cauliflower with Spinach),"Spinach Leaves (Palak), Cauliflower (gobi), Tomatoes, Ginger, Cumin seeds (Jeera), Turmeric powder (Haldi), Garam masala powder, Salt, Oil, Coriander (Dhania) Leaves",https://www.archanaskitchen.com/palak-gobi-sabzi-indian-style-cauliflower-with-spinach
Chunky Cucumber Salsa Recipe,"Cucumbers, Red onion, Tomato, Garlic, Pickled Jalapenos, Whole Black Peppercorns, Coriander (Dhania) Leaves, Salt, Lemon juice, Spring Onion Greens",https://www.archanaskitchen.com/chunky-cucumber-salsa-recipe
Spicy Sweet Potato Hash Brown Waffles Recipe,"Sweet Potato, Whole Eggs, Milk, Onion, Red Chilli powder, Black pepper powder, Cumin powder (Jeera), Dried oregano, Dried Thyme Leaves, Salt",https://www.archanaskitchen.com/spicy-sweet-potato-hash-brown-waffles-recipe
Healthy Methi Matar Malai (No Cream) Recipe,"Methi Leaves (Fenugreek Leaves), Green peas (Matar), Salt, Cumin seeds (Jeera), Tomato, Hung Curd (Greek Yogurt), Sugar, Garam masala powder, Turmeric powder (Haldi), Black pepper powder, Onion, Green Chillies, Ginger, Garlic, Whole Almonds (Badam), Poppy seeds",https://www.archanaskitchen.com/healthy-methi-mutter-malai-no-cream
Pan Fried Chinese Chilli Chicken recipe,"Boneless chicken, Extra Virgin Olive Oil, Red Yellow and Green Bell Peppers (Capsicum), Onion, Garlic, Green Chillies, Spring Onion (Bulb & Greens), Soy sauce, Whole Black Peppercorns, Red Chilli powder, Whole Eggs, Rice flour, Soy sauce, Red Chilli sauce, Tomato Ketchup, Whole Black Peppercorns, Honey",https://www.archanaskitchen.com/pan-fried-chinese-chilli-chicken-recipe
Apple Vanilla Whole Wheat Pancakes Recipe,"Whole Wheat Flour, Baking powder, Salt, Whole Eggs, Vanilla Extract, Milk, Apple, Oil, Honey, Mixed fruits",https://www.archanaskitchen.com/apple-vanilla-whole-wheat-pancakes-recipe
Parsi Style Vegetable Dhansak Recipe- Parsi Vegetable Dal,"Arhar dal (Split Toor Dal), Yellow Moong Dal (Split), Chana dal (Bengal Gram Dal), Methi Leaves (Fenugreek Leaves), Mint Leaves (Pudina), Green Chillies, Small Brinjal (Baingan / Eggplant), Kaddu (Parangikai/ Pumpkin), Turnips, Onions, Turmeric powder (Haldi), Onion, Tomatoes, Oil, Lemon juice, Salt, Water, Garlic, Ginger, Green Chillies, Whole Black Peppercorns, Cumin seeds (Jeera), Cloves (Laung), Cinnamon Stick (Dalchini), Coriander (Dhania) Seeds",https://www.archanaskitchen.com/vegetable-dhansak-recipe-a-classic-parsi-dish
Pandu Mirapakaya Pachadi  - Andhra Red Chilli Chutney Recipe,"Fresh Red chillies, Tamarind Paste, Gingelly oil, Mustard seeds (Rai/ Kadugu), Asafoetida (hing), Methi Powder (Fenugreek Powder), Salt",https://www.archanaskitchen.com/andhra-ripe-red-chilli-chutney-recipe
Spicy Arrabbiata Pasta Recipe With Sun Dried Tomatoes,"Durum Wheat Spaghetti Pasta, Garlic, Tomatoes, Dried oregano, Red Chilli powder, Sun Dried Tomatoes, Salt, Extra Virgin Olive Oil, Basil leaves",https://www.archanaskitchen.com/spicy-arrabbiata-pasta-recipe-with-sun-dried-tomato
Achari Aloo Kathi Roll Recipe with Hummus & Yogurt Dip,"Extra Virgin Olive Oil, Potatoes (Aloo), Kasuri Methi (Dried Fenugreek Leaves), Chaat Masala Powder, Garam masala powder, Turmeric powder (Haldi), Salt, Garlic, Ginger, Punjabi style mango pickle, Fennel seeds (Saunf), Kabuli Chana (White Chickpeas), Garlic, Cumin powder (Jeera), Red Chilli powder, Extra Virgin Olive Oil, Salt, Hung Curd (Greek Yogurt), Garlic, Extra Virgin Olive Oil, Salt, Whole Wheat Flour, Salt, Ghee, Mint Leaves (Pudina), Onions, Green Bell Pepper (Capsicum), Lemon, Salt",https://www.archanaskitchen.com/achari-aloo-kathi-roll-recipe-with-hummus-yogurt-dip
Paneer Tikka Kathi Roll Recipe,"Whole Wheat Flour, Salt, Ghee, Ghee, Paneer (Homemade Cottage Cheese), Hung Curd (Greek Yogurt), Gram flour (besan), Ginger, Garlic, Kasuri Methi (Dried Fenugreek Leaves), Turmeric powder (Haldi), Chaat Masala Powder, Garam masala powder, Mint Leaves (Pudina), Salt, Coal, Mint Leaves (Pudina), Green Bell Pepper (Capsicum), Onion, Lemon, Salt",https://www.archanaskitchen.com/paneer-tikka-kathi-roll-recipe
Fruit Pachadi Recipe,"Mixed fruits, Curd (Dahi / Yogurt), Turmeric powder (Haldi), Jaggery, Salt, Water, Fresh coconut, Green Chillies, Mustard seeds (Rai/ Kadugu), Mustard seeds (Rai/ Kadugu), Dry Red Chilli, Oil, Curry leaves",https://www.archanaskitchen.com/fruit-pachadi-recipe
"Tortilla Pizza With Tomato, Onion And Capsicum Recipe","Corn flour tortilla, Homemade Pizza And Pasta Sauce, Mozzarella cheese, Tomato, Onion, Green Bell Pepper (Capsicum), Dried oregano, Red Chilli flakes",https://www.archanaskitchen.com/tortilla-pizza-recipe
Green Chilli Vegetable Recipe,"Green Chillies, Oil, Mustard seeds (Rai/ Kadugu), Salt, Turmeric powder (Haldi), Red Chilli powder, Fennel Powder, Coriander Powder (Dhania), Lemon juice, Sugar",https://www.archanaskitchen.com/green-chilli-vegetable-recipe
Steamed Chicken With Salad Recipe,"Chicken breasts, Black pepper powder, Salt, Cabbage (Patta Gobi/ Muttaikose), Carrot (Gajjar), Red Bell pepper (Capsicum), Whole Egg, Coriander (Dhania) Leaves, Fresh orange juice, Extra Virgin Olive Oil, Salt and Pepper",https://www.archanaskitchen.com/steamed-chicken-with-salad-recipe
Dal Shorba Recipe - Indian Style Lentil Soup,"Yellow Moong Dal (Split), Onion, Garlic, Dry ginger powder, Turmeric powder (Haldi), Red Chilli powder, Black pepper powder, Cumin seeds (Jeera), Coconut Oil, Salt, Water, Lemon juice, Coriander (Dhania) Leaves",https://www.archanaskitchen.com/dal-shorba-recipe-lentil-soup
Spinach And Corn Pasta Salad In Jar Recipe,"Durum Wheat Penne Pasta, Sweet corn, Spinach, Yellow Bell Pepper (Capsicum), Red Bell pepper (Capsicum), Blanched tomatoes, Green Bell Pepper (Capsicum), Garlic, Dry Red Chilli, Vinegar, Extra Virgin Olive Oil, Mixed Herbs (Dried), Salt, Pumpkin seeds, Italian seasoning, Mozzarella cheese, Basil leaves, Black olives",https://www.archanaskitchen.com/spinach-and-corn-pasta-salad-in-jar-recipe
Traditional Matar Kachori Recipe,"Whole Wheat Flour, Ghee, Salt, Green peas (Matar), Green Chillies, Garlic, Ginger, Red Chilli powder, Garam masala powder, Amchur (Dry Mango Powder), Chaat Masala Powder, Fennel seeds (Saunf), Kalonji (Onion Nigella Seeds), Turmeric powder (Haldi), Ghee, Salt, Gram flour (besan), Mustard oil",https://www.archanaskitchen.com/matar-kachori-recipe
Shakkar Para Recipe | Gur Para | Shankarpali - Diwali Festive Snack,"Whole Wheat Flour, Salt, Jaggery, Cardamom Powder (Elaichi), Ghee, Oil",https://www.archanaskitchen.com/shakkarpara-shankarpali-recipe
Namak Para Recipe - Traditional Diwali Snack Recipe,"Whole Wheat Flour, Ghee, Salt, Ajwain (Carom seeds), Water, Oil, Chaat Masala Powder",https://www.archanaskitchen.com/namak-para-recipe-deep-fried-biscuits
Kashmiri Style Rista Recipe - Mutton Kofta Curry,"Mutton Kheema, Onion, Green Chilli, Garlic, Ginger, Cardamom Powder (Elaichi), Cloves (Laung), Cinnamon Stick (Dalchini), Fennel seeds (Saunf), Salt, Onion, Tomato, Cumin seeds (Jeera), Garlic, Ginger, Green Chilli, Red Chilli powder, Turmeric powder (Haldi), Salt",https://www.archanaskitchen.com/kashmiri-style-rista-recipe-mutton-kofta-curry
Milagu Keerai Poricha Kootu Recipe - Palak And Moong Dal Kootu,"Red Amaranth Leaves, Yellow Moong Dal (Split), Turmeric powder (Haldi), Salt, Cumin seeds (Jeera), Whole Black Peppercorns, Fresh coconut, Coconut Oil, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), White Urad Dal (Split), Curry leaves",https://www.archanaskitchen.com/milagu-keerai-poricha-kootu-recipe-palak-and-moong-dal-kootu
Ajwain Puri Recipe - Puri Flavoured With Carom Seeds,"Whole Wheat Flour, Ajwain (Carom seeds), Turmeric powder (Haldi), Salt, Oil",https://www.archanaskitchen.com/ajwain-puri-recipe
Chutney Podi Sadam Recipe - Rice Flavoured With Chutney Podi,"Cooked rice, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Chana dal (Bengal Gram Dal), Raw Peanuts (Moongphali), Curry leaves, Green Chillies, Turmeric powder (Haldi), Onion, Salt, Ghee, Lemon juice, Idli Dosa Podi (Milagai Powder), Coriander (Dhania) Leaves",https://www.archanaskitchen.com/chutney-podi-sadam-recipe
Mixed Vegetable Curry Roll Recipe,"Hot Dog Bread, Oil, Onion, Garlic, Green Chillies, Green Bell Pepper (Capsicum), Tomatoes, Mixed vegetables, Water, Curry powder, Red Chilli powder, Salt, Britannia Cheese Block, Coriander (Dhania) Leaves, Lemon juice, Butter (Salted)",https://www.archanaskitchen.com/mixed-vegetable-curry-roll-recipe
Pan Fried Brussel Sprouts Recipe,"Brussel sprouts, Garlic, Black pepper powder, Mixed Herbs (Dried), Garlic Salt, Extra Virgin Olive Oil",https://www.archanaskitchen.com/pan-fried-brussel-sprouts-recipe
Mulyachi Bhaji Recipe - Goan Style Mooli Ki Sabzi,"Mooli/ Mullangi (Radish), Yellow Moong Dal (Split), Water, Green Chillies, Fresh coconut, Jaggery, Salt",https://www.archanaskitchen.com/mulyachi-bhaji-recipe-goan-style-radish-vegetable
Gulab Phirni Recipe - Rose Flavoured Rice Pudding Shots,"Rice, Milk, Milk, Saffron strands, Rose water, Mixed nuts, Dates, Milk",https://www.archanaskitchen.com/gulab-phirni-recipe-rose-flavored-rice-pudding
Savoury Oatmeal Porridge Recipe,"Instant Oats (Oatmeal), Water, Onion, Green Chillies, Carrot (Gajjar), Green beans (French Beans), Green Bell Pepper (Capsicum), Turmeric powder (Haldi), Salt, Coriander (Dhania) Leaves, Oil, Mustard seeds (Rai/ Kadugu)",https://www.archanaskitchen.com/savoury-oatmeal-porridge-recipe
Chamadumpa Sabzi Recipe - Andhra Style Dry Baked Masala Arbi,"Colocasia root (Arbi), Water, Salt, Red Chilli powder, Coriander Powder (Dhania), Oil, Roasted Gram Dal (Pottukadalai), Cumin powder (Jeera), Garlic, Salt",https://www.archanaskitchen.com/baked-arbi-chamadumpa-fry
Ilish Macher Korma Recipe - Hilsa Fish Curry In Rich Gravy,"Hilsa Fish, Onion, Ginger, Garlic, Green Chillies, Cashew nuts, Sultana Raisins, Hung Curd (Greek Yogurt), Cinnamon Stick (Dalchini), Bay leaf (tej patta), Cardamom (Elaichi) Pods/Seeds, Turmeric powder (Haldi), Garam masala powder, Sugar, Salt, Red Chilli powder, Ghee, Mustard oil",https://www.archanaskitchen.com/ilish-macher-korma-recipe
Apple and Bok Choy Salad Recipe,"Bok Choy, Apple, Carrot (Gajjar), Onion, Sesame seeds (Til seeds), Peanut Butter, Dijon Mustard, Red Chilli sauce, Vinegar, Extra Virgin Olive Oil, Salt, Whole Black Peppercorns",https://www.archanaskitchen.com/bok-choy-apple-salad-recipe
Baked Creamy Potato Gratin Recipe,"Fresh cream, Milk, Potatoes (Aloo), Sweet Potatoes, Onions, Parmesan cheese, Rosemary, Butter (Salted), Nutmeg powder, Salt, Red Chilli flakes, Extra Virgin Olive Oil",https://www.archanaskitchen.com/baked-creamy-potato-gratin
Aar Macher Jhol Recipe - Bengali Style Fish In Tomato Gravy,"Aar Maach (fish), Tomato, Bay leaves (tej patta), Ginger, Green Chillies, Cumin powder (Jeera), Coriander Powder (Dhania), Salt, Cumin seeds (Jeera), Turmeric powder (Haldi), Green Chillies, Mustard oil, Water, Sugar, Coriander (Dhania) Leaves",https://www.archanaskitchen.com/aar-macher-jhol-recipe-bengali-style-fish-in-spicy-tomato-gravy
Vegetarian Corn Chowder Soup Recipe,"Extra Virgin Olive Oil, Celery, Milk, Water, Potatoes (Aloo), Sweet corn, Black pepper powder, Whole Black Peppercorns",https://www.archanaskitchen.com/vegetarian-corn-chowder-soup-recipe
Badusha Recipe | Balushahi Recipe - Sweet Indian Doughnut,"All Purpose Flour (Maida), Baking soda, Salt, Ghee, Curd (Dahi / Yogurt), Oil, Pistachios, Sugar, Water, Cardamom Powder (Elaichi)",https://www.archanaskitchen.com/badusha-balushahi-recipe
Tofu Fried Rice Recipe,"Basmati rice, Tofu, Bay leaf (tej patta), Cinnamon Powder (Dalchini), Onions, Spring Onion (Bulb & Greens), Spring Onion Greens, Red Yellow or Green Bell Pepper (Capsicum), Carrot (Gajjar), Button mushrooms, Garlic, Ginger Garlic Paste, Green Chilli Sauce, Soy sauce, Oil, Salt",https://www.archanaskitchen.com/tofu-fried-rice-recipe
Makhana Moongphali Ki Kadhi Recipe - Navratri Fasting/Vrat Recipe,"Phool Makhana (Lotus Seeds), Raw Peanuts (Moongphali), Curd (Dahi / Yogurt), Rajgira Flour (Amaranth Flour), Green Chilli, Sugar, Coriander (Dhania) Leaves, Salt, Ghee, Cumin seeds (Jeera), Cinnamon Stick (Dalchini)",https://www.archanaskitchen.com/makhana-moongphali-ki-kadhi-navratri-fasting-vrat-recipe
How To Make Indo-Chinese Spicy Schezuan Sauce At Home,"Dry Red Chillies, Garlic, Water, Sesame (Gingelly) Oil, Ginger, Green Chilli, Sugar, Vinegar",https://www.archanaskitchen.com/how-to-make-indo-chinese-spicy-schezuan-sauce-at-home
Irish Soda Bread Recipe with Orange Rind and Oats,"Whole Wheat Flour, Instant Oats (Oatmeal), Sugar, Salt, Baking soda, Buttermilk, Whole Egg, Orange Zest (Rind), Prunes",https://www.archanaskitchen.com/irish-soda-bread-with-orange-rind-and-oats
Andhra Style Kandagadda Vepudu Recipe - Yam Stir Fry Recipe,"Elephant yam (Suran/Senai/Ratalu), Mustard seeds (Rai/ Kadugu), Curry leaves, Green Chilli, Ginger, Garlic, Turmeric powder (Haldi), Red Chilli powder, Black pepper powder, Salt",https://www.archanaskitchen.com/andhra-style-kandagadda-vepadu-recipe-yam-stir-fry-recipe
Veg Lebanese Mihshi Malfuf Recipe (Stuffed Cabbage Leaves),"Cabbage (Patta Gobi/ Muttaikose), Basmati rice, White garbanzo, Tomato, Onion, Garlic, Lemons, All spice powder, Parsley leaves, Black pepper powder, Salt, Garlic, Black pepper powder, Homemade tomato puree, Water, Extra Virgin Olive Oil, Parsley leaves",https://www.archanaskitchen.com/veg-lebanese-mihshi-malfuf-recipe-stuffed-cabbage-leaves
Kashmiri Style Paneer Masala Recipe,"Paneer (Homemade Cottage Cheese), Asafoetida (hing), Cinnamon Stick (Dalchini), Bay leaves (tej patta), Cardamom (Elaichi) Pods/Seeds, Ajwain (Carom seeds), Homemade tomato puree, Kashmiri Red Chilli Powder, Dry ginger powder, Curd (Dahi / Yogurt), Fennel seeds (Saunf), Saffron strands, Garam masala powder, Salt, Coriander (Dhania) Leaves",https://www.archanaskitchen.com/kashmiri-style-paneer-masala-recipe
Choco Berry Chia Parfait Recipe,"Chia Seeds, Milk, Hung Curd (Greek Yogurt), Rolled Oats, Honey, Vanilla Extract, Chocolate chips, Strawberries, Cocoa Powder, Chocolate sauce, Peanut Butter, Salt, Mixed fruits, Mixed nuts",https://www.archanaskitchen.com/choco-berry-chia-parfait-recipe
Kanchipuram Idlis Recipe,"Idli Rice, Black Urad Dal (Whole), Methi Seeds (Fenugreek Seeds), Salt, Ghee, Cumin seeds (Jeera), Whole Black Peppercorns, Curry leaves, Ginger, Asafoetida (hing)",https://www.archanaskitchen.com/kanchipuram-idlis-recipe
Methi Lachha Paratha Recipe,"Whole Wheat Flour, Methi Leaves (Fenugreek Leaves), Green Chillies, Garlic, Salt, Extra Virgin Olive Oil",https://www.archanaskitchen.com/methi-lachha-paratha-recipe
Caramelized Banana French Toast Recipe,"Whole Wheat Brown Bread, Butter (Salted), Whole Eggs, Milk, Vanilla Extract, Sugar, Cinnamon Powder (Dalchini), Salt, Butter (Salted), Sugar, Ripe Bananas, Vanilla Extract",https://www.archanaskitchen.com/caramelized-banana-french-toast-recipe
Indo Chinese Hot and Sour Spinach Soup Recipe,"Spinach, Green Chillies, Coriander (Dhania) Leaves, Ginger, Garlic, Carrots (Gajjar), Cabbage (Patta Gobi/ Muttaikose), Green Bell Pepper (Capsicum), Hot water, Corn flour, Soy sauce, Vinegar, Salt, Oil, Spring Onion Greens, Coriander (Dhania) Leaves",https://www.archanaskitchen.com/indo-chinese-hot-and-sour-spinach-soup-recipe
Ilish Pulao Recipe - Bengali Style Hilsa Fish Pilaf,"Hilsa Fish, Onion, Onions, Ginger Garlic Paste, Red Chilli powder, Green Chillies, Mishti doi, Coconut milk, Ghee, Salt, Rice, Coconut milk, Green Chilli, Ghee, Salt, Lukewarm Water, Bay leaf (tej patta), Cinnamon Stick (Dalchini), Cardamom (Elaichi) Pods/Seeds, Cloves (Laung)",https://www.archanaskitchen.com/ilish-pulao-recipe-bengali-style-hilsa-fish-pilaf
Stuffed Palak Paneer Paratha,"Whole Wheat Flour, Water, Salt, Oil, Paneer (Homemade Cottage Cheese), Spinach Leaves (Palak), Kasuri Methi (Dried Fenugreek Leaves), Red Chilli powder, Turmeric powder (Haldi), Amchur (Dry Mango Powder), Cumin powder (Jeera), Salt, Nutralite Classic Spread",https://www.archanaskitchen.com/palak-paneer-paratha-recipe
Muringakka Manga Mulakushyam - Mango & Drumstick Kootu Curry,"Drumstick, Mango (Raw), Green Chilli, Water, Salt, Arhar dal (Split Toor Dal), Turmeric powder (Haldi), Water, Fresh coconut, Cumin seeds (Jeera), Green Chillies, Water, Coconut Oil, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Dry Red Chillies, Curry leaves",https://www.archanaskitchen.com/mango-drumstick-mulakushyam-recipe-coconut-based-curry
Podi Potta Pachhai Kathirikai | Brinjal Stir Fry Recipe With Curry Powder,"Coriander (Dhania) Seeds, Chana dal (Bengal Gram Dal), White Urad Dal (Split), Dry Red Chillies, Oil, Mustard seeds (Rai/ Kadugu), Small Green brinjal (green aubergine), Turmeric powder (Haldi), Coriander Powder (Dhania), Mustard seeds (Rai/ Kadugu), Asafoetida (hing), Oil, Tamarind, Salt",https://www.archanaskitchen.com/podi-potta-pachhai-kathirikai-brinjal-stir-fry-recipe-with-curry-powder
Cabbage & Dal Stuffed Paratha Recipe,"Whole Wheat Flour, Oil, Water, Salt, Cabbage (Patta Gobi/ Muttaikose), Yellow Moong Dal (Split), Green Chillies, Onion, Garlic, Cumin seeds (Jeera), Turmeric powder (Haldi), Red Chilli powder, Ghee, Salt",https://www.archanaskitchen.com/cabbage-dal-stuffed-paratha-recipe
Fresh Strawberry Jam Recipe (Strawberry Preserve),"Strawberries, Sugar, Lemon juice",https://www.archanaskitchen.com/fresh-strawberry-jam
Thengai Paal Sadam Recipe - Coconut Milk Pulao,"Golden Harvest Sona Masuri Rice, Onion, Green Chillies, Garlic, Ginger, Cloves (Laung), Fennel seeds (Saunf), Star anise, Bay leaf (tej patta), Coconut milk, Mint Leaves (Pudina), Salt, Ghee, Ghee, Cashew nuts",https://www.archanaskitchen.com/thengai-paal-sadam-recipe-coconut-milk-pulao
Spicy Lemon Chilli Paneer Tart With Curry Leaves Recipe,"All Purpose Flour (Maida), Butter (Unsalted), Icing Sugar, Whole Egg, Salt, Paneer (Homemade Cottage Cheese), Green Bell Pepper (Capsicum), Onion, Garlic, Green Chillies, Spring Onion Greens, Salt, Black pepper powder, Turmeric powder (Haldi), Green Chilli Sauce, Curry leaves, Mustard seeds (Rai/ Kadugu), Corn flour, Lemon",https://www.archanaskitchen.com/spicy-lemon-chilli-paneer-tart-with-curry-leaves-recipe
Goan Style Brinjal Bharta Recipe,"Brinjal (Baingan / Eggplant), Onions, Green Chillies, Coriander (Dhania) Leaves, Tamarind Paste, Fresh coconut, Tamarind, Salt, Oil",https://www.archanaskitchen.com/goan-style-brinjal-bharta-recipe
Dry Navratan Korma Recipe,"Cauliflower (gobi), Carrots (Gajjar), Green beans (French Beans), Green peas (Matar), Green Bell Pepper (Capsicum), Potatoes (Aloo), Onions, Ginger, Garlic, Green Chilli, Tomatoes, Coriander Powder (Dhania), Garam masala powder, Red Chilli powder, Salt, Oil, Bay leaves (tej patta), Cinnamon Stick (Dalchini), Cardamom (Elaichi) Pods/Seeds, Ajwain (Carom seeds), Paneer (Homemade Cottage Cheese), Fresh cream, Cashew nuts, Pineapple, Anardana Powder (Pomegranate Seed Powder), Sultana Raisins, Cashew nuts, Coriander (Dhania) Leaves, Coriander (Dhania) Leaves",https://www.archanaskitchen.com/dry-navratan-korma-recipe
Karnataka Style Badanekai Yennegai Gojju Recipe (Stuffed Brinjal Recipe),"Small Brinjal (Baingan / Eggplant), Onion, Mustard seeds (Rai/ Kadugu), Oil, Salt, Coriander (Dhania) Leaves, Pearl onions (Sambar Onions), Kala jeera, Ajwain (Carom seeds), Cloves (Laung), Cinnamon Stick (Dalchini), Dry Red Chillies, Sesame seeds (Til seeds), Coriander (Dhania) Seeds, Poppy seeds, Raw Peanuts (Moongphali), Fresh coconut, Tamarind, Jaggery, Tamarind",https://www.archanaskitchen.com/karnataka-style-badnekeyae-yennagai-gojju-recipe-stuffed-brinjal-recipe
Foxtail Millet Khichdi Recipe with Batata Aloo Nu Shaak,"Foxtail Millet, Yellow Moong Dal (Split), Ginger, Turmeric powder (Haldi), Cinnamon Stick (Dalchini), Ghee, Asafoetida (hing), Whole Black Peppercorns, Cumin seeds (Jeera)",https://www.archanaskitchen.com/foxtail-millet-khichdi-recipe-with-batata-aloo-nu-shaak
Whole Wheat Sunflower Seed Bread Recipe,"Sunflower seeds, Whole Wheat Flour, Oats Flour, All Purpose Flour (Maida), Active dry yeast, Honey, Salt, Curd (Dahi / Yogurt), Water, Extra Virgin Olive Oil",https://www.archanaskitchen.com/whole-wheat-sunflower-seed-bread-recipe
Panjiri Recipe - Healthy Punjabi Dry Fruit Snack,"Ghee, Whole Wheat Flour, Chiroti Rava, Sugar, Gond (natural gum), Phool Makhana (Lotus Seeds), Whole Almonds (Badam), Cashew nuts, Pistachios, Dry coconut (kopra), Melon seeds, Flax seeds, Poppy seeds, Dry ginger powder, Nutmeg powder, Cardamom Powder (Elaichi)",https://www.archanaskitchen.com/panjiri-recipe-healthy-punjabi-dry-fruit-snack
Peas Pulao Recipe -  North Indian Matar Pulao,"Basmati rice, Ghee, Cumin seeds (Jeera), Bay leaf (tej patta), Star anise, Cardamom (Elaichi) Pods/Seeds, Cloves (Laung), Cinnamon Stick (Dalchini), Salt, Onion, Green peas (Matar)",https://www.archanaskitchen.com/peas-pulao-recipe-north-indian-matar-pulao
Bullseye On Toast Recipe,"Whole Eggs, Whole Wheat Brown Bread, Salt, Black pepper powder, Butter (Salted)",https://www.archanaskitchen.com/bullseye-on-toast-recipe
Spicy Rice Stuffed Paratha Recipe,"Whole Wheat Flour, Cooked rice, Onion, Coriander (Dhania) Leaves, Green Chillies, Cumin powder (Jeera), Red Chilli powder, Chaat Masala Powder, Lemon juice, Salt, Oil, Water",https://www.archanaskitchen.com/spicy-rice-stuffed-paratha-recipe
Vatanyacha Phadna Recipe - Sugar Snap Peas Stir Fry,"Sugar snap peas, Fresh coconut, Whole Black Peppercorns, Sesame seeds (Til seeds), Salt, Oil",https://www.archanaskitchen.com/vatanyacha-phadna-or-sugar-snap-peas
Chaat Masala Mashed Potato Toasted Sandwich Recipe,"Potatoes (Aloo), Green Chilli, Onion, Coriander (Dhania) Leaves, Salt, Butter (Salted), Green Chutney (Coriander & Mint), Whole Wheat Brown Bread, Sweet Chutney (Date & Tamarind), Chaat Masala Powder",https://www.archanaskitchen.com/chaat-style-mashed-potato-toasted-sandwich-recipe
Cuban Black Bean Salad Recipe,"Canned black beans, Tomatoes, Red Yellow and Green Bell Peppers (Capsicum), Red onion, Sweet corn, Dried oregano, Parsley leaves, Salt, Extra Virgin Olive Oil, Fresh orange juice, Garlic, Orange Zest (Rind), Dried oregano, Cumin powder (Jeera), Black pepper powder, Salt",https://www.archanaskitchen.com/cuban-black-bean-salad-recipe
Awadh Style Bakarhani Roti Recipe ( Thick Spiced Flat-Bread Recipe ),"All Purpose Flour (Maida), Sooji (Semolina/ Rava), Milk, Fresh cream, Active dry yeast, Poppy seeds, Cardamom Powder (Elaichi), Sugar, Cashew nuts, Oil, Ghee, Salt",https://www.archanaskitchen.com/awadh-style-bakarhani-roti-recipe-thick-spiced-flat-bread-recipe
Manathakkali Kootu Recipe,"Yellow Moong Dal (Split), Onion, Tomato, Manathakkali Keerai, Garlic, Turmeric powder (Haldi), Red Chilli powder, Salt, Sesame (Gingelly) Oil, White Urad Dal (Split), Mustard seeds (Rai/ Kadugu), Dry Red Chilli, Asafoetida (hing)",https://www.archanaskitchen.com/manathakkali-kootu-recipe
Paalkatti Chettinad Curry Recipe -Chettinad Style Paneer Kurma Recipe,"Paneer (Homemade Cottage Cheese), Pearl onions (Sambar Onions), Tomato, Mustard seeds (Rai/ Kadugu), Red Chilli powder, Salt, Oil, Curry leaves, Coriander (Dhania) Seeds, Cloves (Laung), Cinnamon Stick (Dalchini), Cardamom (Elaichi) Pods/Seeds, Whole Black Peppercorns, Kalpasi leaves, Star anise, Dry Red Chilli, Poppy seeds, Fresh coconut, Green Chillies, Curry leaves, Coriander (Dhania) Leaves",https://www.archanaskitchen.com/paal-katti-chettiand-curry-recipe-chettinad-style-paneer-kurma-recipe
Whole Wheat Methi Garlic Naan Recipe  | Oven Method with yeast,"Whole Wheat Flour, Active dry yeast, Salt, Sugar, Garlic, Methi Leaves (Fenugreek Leaves), Curd (Dahi / Yogurt), Oil, Butter (Salted)",https://www.archanaskitchen.com/whole-wheat-methi-garlic-naan-recipe-oven-method-with-yeast
Andhra Gongura Pulihora Recipe | Gongura Puliyodharai | Spicy Red Roselle Leaves Rice,"Rice, Gongura Leaves (Red Roselle), Salt, Sesame (Gingelly) Oil, Mustard seeds (Rai/ Kadugu), Asafoetida (hing), White Urad Dal (Split), Chana dal (Bengal Gram Dal), Roasted Peanuts (Moongphali), Curry leaves, Turmeric powder (Haldi), Coriander (Dhania) Seeds, Sesame seeds (Til seeds), Chana dal (Bengal Gram Dal), Methi Seeds (Fenugreek Seeds), Dry Red Chillies",https://www.archanaskitchen.com/andhra-style-gongura-pulihora-recipe-spicy-red-roselle-leaves-rice
